1.610389610389596271e+00,7.942424242424242209e+01,1.000000000000000000e+00
1.108008658008656511e+01,6.508441558441558072e+01,1.000000000000000000e+00
1.135064935064933422e+01,5.372077922077921386e+01,1.000000000000000000e+00
1.919696969696968836e+01,4.316883116883116145e+01,1.000000000000000000e+00
2.866666666666665719e+01,4.073376623376623229e+01,1.000000000000000000e+00
4.679437229437229462e+01,3.829870129870128892e+01,1.000000000000000000e+00
6.059307359307358354e+01,2.206493506493505663e+01,1.000000000000000000e+00
7.385064935064934843e+01,1.151298701298699712e+01,1.000000000000000000e+00
8.629653679653679887e+01,4.748917748917733661e+00,1.000000000000000000e+00
7.195670995670995751e+01,1.313636363636362603e+01,1.000000000000000000e+00
5.545238095238094900e+01,2.504112554112552402e+01,1.000000000000000000e+00
2.974891774891773366e+01,5.128571428571427759e+01,1.000000000000000000e+00
4.706493506493505663e+01,5.128571428571427759e+01,1.000000000000000000e+00
5.680519480519480169e+01,3.829870129870128892e+01,1.000000000000000000e+00
4.652380952380951840e+01,2.585281385281383848e+01,1.000000000000000000e+00
1.162121212121211045e+01,7.536580086580086402e+01,1.000000000000000000e+00
1.649134199134197587e+01,6.048484848484847731e+01,1.000000000000000000e+00
3.218398268398267703e+01,4.398051948051947591e+01,1.000000000000000000e+00
4.354761904761903679e+01,3.694588744588743623e+01,1.000000000000000000e+00
3.975974025974025494e+01,3.018181818181817277e+01,1.000000000000000000e+00
1.297402597402596314e+01,9.295238095238096321e+01,-1.000000000000000000e+00
4.246536796536796032e+01,7.347186147186147309e+01,-1.000000000000000000e+00
2.487878787878786113e+01,8.835281385281385269e+01,-1.000000000000000000e+00
4.517099567099566571e+01,7.753030303030303116e+01,-1.000000000000000000e+00
2.947835497835497165e+01,8.348268398268398016e+01,-1.000000000000000000e+00
5.031168831168830025e+01,7.076623376623376771e+01,-1.000000000000000000e+00
7.141558441558441928e+01,5.804978354978354815e+01,-1.000000000000000000e+00
6.140476190476189799e+01,6.291991341991341358e+01,-1.000000000000000000e+00
7.790909090909090651e+01,4.885064935064934843e+01,-1.000000000000000000e+00
9.008441558441559494e+01,3.667532467532466001e+01,-1.000000000000000000e+00
8.386147186147185550e+01,4.587445887445886683e+01,-1.000000000000000000e+00
9.360173160173160056e+01,2.504112554112552402e+01,-1.000000000000000000e+00
6.329870129870128892e+01,5.615584415584415012e+01,-1.000000000000000000e+00
4.977056277056276201e+01,8.943506493506492916e+01,-1.000000000000000000e+00
7.087445887445886683e+01,8.645887445887446177e+01,-1.000000000000000000e+00
8.386147186147185550e+01,6.616666666666665719e+01,-1.000000000000000000e+00
6.519264069264069406e+01,8.510606060606060908e+01,-1.000000000000000000e+00
7.709740259740259205e+01,7.320129870129869687e+01,-1.000000000000000000e+00
6.383982683982684136e+01,7.293073593073592065e+01,-1.000000000000000000e+00
8.629653679653679887e+01,5.426190476190475920e+01,-1.000000000000000000e+00
