2.352597402597401555e+01,2.747619047619046739e+01,1.000000000000000000e+00
4.760606060606059486e+01,2.801731601731600563e+01,1.000000000000000000e+00
8.954329004329004249e+01,2.558225108225107647e+01,1.000000000000000000e+00
9.684848484848485839e+01,2.909956709956708210e+01,1.000000000000000000e+00
7.021645021645007034e+00,2.828787878787878185e+01,1.000000000000000000e+00
3.975974025974025494e+01,2.828787878787878185e+01,1.000000000000000000e+00
6.519264069264069406e+01,2.801731601731600563e+01,1.000000000000000000e+00
8.494372294372294618e+01,2.720562770562769117e+01,1.000000000000000000e+00
5.409956709956709631e+01,2.720562770562769117e+01,1.000000000000000000e+00
1.486796536796535406e+01,6.481385281385280450e+01,1.000000000000000000e+00
5.220562770562770538e+01,6.941341991341991502e+01,1.000000000000000000e+00
7.980303030303029743e+01,7.428354978354977334e+01,1.000000000000000000e+00
7.466233766233766289e+01,2.828787878787878185e+01,1.000000000000000000e+00
2.920779220779219543e+01,2.855844155844154386e+01,1.000000000000000000e+00
1.811471861471860478e+01,2.720562770562769117e+01,1.000000000000000000e+00
4.857142857142839887e+00,3.180519480519480169e+01,1.000000000000000000e+00
4.706493506493505663e+01,3.505194805194804530e+01,1.000000000000000000e+00
8.737878787878787534e+01,3.613419913419912177e+01,1.000000000000000000e+00
7.303896103896103398e+01,2.693506493506492916e+01,1.000000000000000000e+00
2.541991341991341358e+01,2.666450216450215294e+01,1.000000000000000000e+00
2.541991341991341358e+01,2.368831168831167133e+01,-1.000000000000000000e+00
1.053896103896102687e+01,7.996536796536796032e+01,-1.000000000000000000e+00
7.033333333333332860e+01,7.996536796536796032e+01,-1.000000000000000000e+00
9.576623376623378192e+01,7.482467532467532578e+01,-1.000000000000000000e+00
9.224891774891774787e+01,6.427272727272726627e+01,-1.000000000000000000e+00
7.141558441558441928e+01,5.994372294372293908e+01,-1.000000000000000000e+00
5.031168831168830025e+01,6.670779220779220964e+01,-1.000000000000000000e+00
2.054978354978354105e+01,7.049567099567099149e+01,-1.000000000000000000e+00
2.082034632034631016e+01,5.534415584415583567e+01,-1.000000000000000000e+00
6.627489177489177052e+01,5.263852813852813028e+01,-1.000000000000000000e+00
8.927272727272726627e+01,5.263852813852813028e+01,-1.000000000000000000e+00
3.516017316017315864e+01,4.912121212121211045e+01,-1.000000000000000000e+00
4.045454545454532536e+00,5.750865800865800281e+01,-1.000000000000000000e+00
4.814718614718614731e+01,5.994372294372293908e+01,-1.000000000000000000e+00
8.413203463203463173e+01,5.669696969696968836e+01,-1.000000000000000000e+00
9.062554112554111896e+01,8.483549783549783285e+01,-1.000000000000000000e+00
3.732467532467531157e+01,8.483549783549783285e+01,-1.000000000000000000e+00
8.645021645021628842e+00,9.159956709956709631e+01,-1.000000000000000000e+00
5.193506493506492916e+01,9.159956709956709631e+01,-1.000000000000000000e+00
8.196753246753246458e+01,9.159956709956709631e+01,-1.000000000000000000e+00
